FIPStract,tractid,p_white,p_black,p_hispanic,total_housing_units,occupied_housing_units,vacant_housing_units,p_occupied,p_vacant,p_owner_vacant,p_renter_vacant,median_grossrent_allhouses,median_grossrent_nobedrms,median_grossrent_onebedrms,median_grossrent_twobedrms,median_grossrent_threebedrms,median_grossrent_fourbedrms,median_grossrent_fivebedrms,average_grossrent_nobedrms,average_grossrent_onebedrms,average_grossrent_twobedrms,average_grossrent_threebedrms,median_grossrent,average_gross_rent,median_contract_rent,average_contract_rent,average_rooms,owner_average_rooms,renter_average_rooms,median_rooms,owner_median_rooms,renter_median_rooms,average_bedrms,owner_average_bedrms,renter_average_bedrms,median_yearbuilt,owner_median_yearbuilt,renter_median_yearbuilt,median_yearmovein,owner_median_yearmovein,renter_median_yearmovein,p_renter_higherthan_highschool,p_renter_higherthan_bachelor,p_higherthan_highschool,p_higherthan_college,owner_average_income,renter_average_income,median_hhinc,owner_median_hhinc,renter_median_hhinc,tract_assault_all,tract_arrest_all,tract_theft_all,presp_white,presp_black,presp_hispanic,tract_bathrooms,tract_sqft,tract_theft,tract_assault,tract_arrest,tract_elementary_school_score,tract_middle_school_score,tract_high_schol_score,tract_nightlife,tract_particulate_matter,tract_ozone,tract_nata_diesel_pm,tract_nata_airtoxics_cancerrisk,tract_nata_respiratory_hazard,tract_traffic_proximity_volume,tract_lead_paint_indicator,tract_superfund_proximity,tract_rmp_proximity,tract_hazardous_waste_proximity,tract_wastewater_discharge,tract_dist_tri,tract_pop_overage_64,tract_pop_underage_5,tract_poplessthan_highs,tract_linguistic_pop,tract_low_income_population,tract_minority_population,tract_toxic
42101016100,283,0.55019081,0.043968808,0.24805044,2329,2080,249,89.3,10.7,0,4.3,912,603,785,883,1079,1479.9923,484,670.45453,906.25,1023.9044,1154.6875,912,1088.421,775,897.48535,5.203846,5.9732065,4.2394366,5.4,6,4.3,2.4899039,2.9170268,1.9544963,1939,1939,1942,2010,2002,2012,0.74214518,0.28710726,0.71510822,0.3102257,68130.945,57578.547,56250,57750,47852,88.156601,98.91613,222.20523,0.63618165,0.61093026,0.62726128,1.7894737,2203.1904,164.03999,94.639999,96.879997,2.6337335,2.469893,1.654932,45.98,11.322001,43.571999,2.3006001,54.080002,2.9879999,930.20001,0.75279999,0.25602001,0.98479998,6.7384,464.4801,1.1960685,8.6999998,7.4200001,24.879999,10.86,57.98,63.16,0.16
42101016200,284,0.098726116,0.14888535,0.71457005,974,879,95,90.2,9.8,0,4,811,832,522,930,894,988,484,813.44086,565.18518,942.40002,859.21051,811,784.20758,669,647.54462,4.9442549,6.4116096,3.832,5.1,6.5,3.7,2.4129694,3.2480211,1.78,1939,1939,1939,2009,1996,2012,0.75199997,0.19400001,0.63354039,0.20372671,40639.84,27400,23151,26406,14224,179.42482,88.419472,312.46295,0.51518667,0.43244645,0.48567027,1.34,19115.834,142.42857,121.60714,87.85714,2.5580814,2.4028177,1.8816782,41.357143,11.328571,43.698215,2.1189287,52.339287,2.7874999,672.32141,0.71839285,0.18594643,0.88696426,5.4364285,782.10846,1.4863598,10.446428,7.1607141,23.607143,10.803572,57.44643,69.053574,0
42101016300,285,0.067902915,0.045541316,0.79438233,1307,1158,149,88.6,11.4,1.8,4.6,755,534,614,785,789,855.72571,709.9505,581.34326,588.69568,832.90814,903.40424,755,751.71289,541,539.27405,4.8566494,5.5833335,4.5127225,5,5.4,4.9,2.4196892,2.8978496,2.1933842,1939,1939,1939,2006,1996,2009,0.6145038,0.035623409,0.48527414,0.097870409,36982.527,20973.283,13967,23214,11384,159.00192,93.15107,289.49353,0.52346778,0.45576435,0.50053996,1.0909091,1747.25,147.05263,107.63158,84.684212,2.1847134,2.1099076,1.5352564,46.684212,11.315789,43.584209,2.1147368,52.578949,2.8157895,499.47369,0.73052633,0.19563158,0.91210526,5.8542104,616.54596,1.1022611,8.7368422,8.3684206,30.526316,14.789474,65.473686,74.736839,0.10526316
42101016400,286,0.034913793,0.44482759,0.49267241,1903,1605,298,84.3,15.7,0,1.8,671,430,642,728,504,578,851,523.01135,534.21051,651.17523,730.88965,671,655.42084,442,458.96616,5.3700933,6.2926316,4.9823008,5.5,6,5.2,2.7464175,3.2989473,2.5141592,1939,1939,1939,2004,1988,2008,0.58849555,0.061061949,0.62254393,0.081006549,33631.578,22984.514,14130,19310,11563,239.38638,107.48493,337.80887,0.41390535,0.32127199,0.38685206,1.5,51343.285,215.53847,152.15384,84.615387,2.6562753,2.2967033,1.7148148,31.846153,11.285714,43.75,1.9428571,50.357143,2.6500001,524.28571,0.74000001,0.25142857,1.1007143,5.0692859,114.70078,1.4157723,9.4285717,8.2142859,29.142857,14.428572,63.642857,76.071426,0
42101016500,287,0.045747206,0.59166384,0.31650287,1339,1099,240,82.1,17.9,0,0,522,479,806.15747,595,519,713.85846,907.65271,550,483.33334,612.77777,548.77576,522,535.13794,400,400.10345,5.3257508,6.6559486,4.8007612,5.3,6.2,4.9,2.6378527,3.3504822,2.3565991,1939,1939,1939,2006,1988,2011,0.68781728,0.043147206,0.6546635,0.07083825,35337.621,17661.803,9945,29196.63281,9391,296.15109,137.17038,348.22382,0.28671065,0.21071415,0.27112412,1.2432432,1478.5883,218.63829,175.14894,126.10638,2.5609806,2.4667256,2.0736973,45.872341,11.344681,43.697872,2.1723404,52.702129,2.7893617,587.65955,0.70723403,0.15197873,0.73063833,5.6276598,753.61737,1.7194481,9.7659578,7.0425534,26.446808,10.319149,67.38298,80.19149,0
42101016600,288,0.18311533,0.64982164,0.1313912,762,675,87,88.6,11.4,0,10.4,682,439,876,702.40515,911,541,466,561.32074,808.03571,641.14581,785.87665,682,695.21503,627,616.1828,4.417778,6.1270719,3.7914979,4.6,6.1,3.9,2.031111,2.8618784,1.7267207,1939,1939,1939,2010,1989,2012,0.81174088,0.020242915,0.75060731,0.11012146,37527.625,22019.23,11825,35125,9735,326.74295,160.4409,340.94348,0.45458674,0.42069262,0.45184529,1.5972222,5392.4165,188.62857,167.17143,117.22857,2.7228222,2.7060735,2.2000794,30.628571,11.358334,43.783333,2.1925001,53.083332,2.7805555,707.5,0.67166668,0.19783333,1.0413889,5.2455554,828.62854,1.7825305,10.805555,6.7222223,22.75,8,61.361111,74.083336,0
42101016701,289,0.031029619,0.92066288,0.012693935,1668,1201,467,72,28,0,5.7,837,772.14435,577,770.51636,891,770.54767,751.13605,400,745.96771,625,892.66583,837,825.63025,631,596.74371,6.1715236,6.6773677,5.6262975,6.1,6.3,5.9,3.027477,3.1845906,2.8581314,1939,1939,1939,2004,1994,2010,0.783737,0.055363324,0.78653365,0.068827927,37375.602,24134.947,17855,30613,9722,310.75275,126.30859,391.55902,0.28345725,0.17870706,0.24737786,1,2185,233.66667,173.83333,101.16666,3.2583334,3.5924909,1.8511904,42,11.299999,44.049999,2.1099999,53.166668,2.7333333,556.66669,0.64999998,0.20333333,1.1083333,4.7666664,526.66669,1.3628926,12.166667,6.3333335,19,6.1666665,56.666668,69.166664,0
42101016702,290,0.066994704,0.88152915,0.027252082,1597,1155,442,72.3,27.7,1.9,7.2,820,1029,810,749,924,679,898.94989,942.3913,763.1579,877.27271,829.90955,820,834.07227,648,630.09033,5.7116885,6.4779735,5.2154064,5.9,6.2,5.8,2.7809525,3.0814979,2.5863054,1939,1939,1939,2005,1991,2011,0.81740373,0.015691869,0.82732558,0.065697677,37681.719,17895.863,15659,36538,9191,321.50739,141.47676,376.39679,0.47140536,0.11838632,0.45911142,1.63,3312.1563,191.84,168.92,117.5,2.472815,2.441714,1.9891156,25.440001,11.362,43.765999,2.0238199,51.200001,2.652,565.40002,0.69499999,0.17017999,0.81059998,4.9837999,682.80334,1.6107234,10.04,6.5799999,22.76,5.7199998,64.300003,78.82,0
42101016800,291,0.06475433,0.91934109,0.002272082,1979,1585,394,80.1,19.9,2.3,4.4,848,753.85352,683.91272,672,933,809.69958,770.2854,505,570.68964,630.20831,888.68945,848,790.11792,609,548.19696,6.0170345,6.1373334,5.9089818,6.1,6.1,6.1,2.8580441,2.9400001,2.7844312,1939,1939,1939,2005,2000,2011,0.75688624,0.058682635,0.79146069,0.15280899,35243.332,23943.113,15991,23929,9952,283.86942,103.43994,393.90662,0.42164811,0.29510549,0.35181609,1.1785715,19588.375,223.125,196.25,108.625,2.7344697,2.9311152,2.40625,36.625,11.3875,43.775002,2.1637499,54.875,2.8625,667.5,0.73874998,0.11825,0.79874998,4.3874998,1643.75,1.0942049,11.875,6.25,17.75,1.875,58.25,77.375,0.5
42101016901,292,0.032137286,0.96380657,0.00124805,1767,1299,468,73.5,26.5,4.8,5.7,771,545.43341,593.15106,938,776,940.64478,863.51624,544.68085,551.17188,938.50574,798.65674,771,751.36023,605,562.42963,5.8013859,6.3719249,5.1529603,6,6.2,5.8,2.7267129,2.9725037,2.4473684,1939,1939,1939,2003,1994,2011,0.8881579,0.054276317,0.87571979,0.13675624,38487.699,26957.236,22978,26583,21111,234.85159,82.422073,346.06561,0.47275978,0.35779759,0.42162278,1.25,1323.1666,194.2,234,93.800003,2.4642856,3.1444445,2.25,8.6000004,11.32,43.939999,1.676,50,2.5,383.79999,0.74800003,0.1132,1.044,2.638,1680.0002,0.69986385,13.8,7,18.200001,3.5999999,54,76.599998,1
42101016902,293,0.048243843,0.90008074,0.048849415,2970,1940,1030,65.3,34.7,3.3,1.9,750,503,680,808,714,1083,888.37915,585.89746,625,801.50861,855.56085,750,798.19928,551,552.80634,5.7221651,6.608871,5.1705685,5.9,6.3,5.6,2.7082474,3.1196237,2.4523411,1939,1939,1939,2008,1993,2011,0.73996657,0.04180602,0.7544232,0.085279547,39247.313,27382.943,19236,24737,17981,205.37204,70.344208,310.53693,0.49099591,0.38627315,0.4518925,1.5625,2240.1667,242.57143,201.38095,106.80952,2.7573099,2.765873,1.4722222,52,11.345454,43.900002,2.0536363,54.272728,2.7909091,557.77271,0.73909092,0.1865,1.174091,3.8990908,1830.6888,0.62533087,13.181818,6.318182,18.59091,3.7727273,53.909092,74,1
42101017000,294,0.17745572,0.74106282,0.046698872,1430,1319,111,92.2,7.8,0,2.4,1118,639.67737,1341,1130,894,1533,1225,1358.9744,1124.9326,995.57294,879.0517,1118,1126.9736,980,974.67108,4.8726306,6.5438066,4.3127532,5,6.4,4.3,2.1887794,3.0604229,1.8967612,1946,1942,1948,2011,1994,2012,0.92611337,0.40587044,0.88499552,0.35489666,61933.535,45650.305,39432,43750,22152.72656,201.97998,62.916546,264.9191,0.32148522,0.25940019,0.30346361,1.7833333,4288,258.60345,248.1293,75.646553,3.2564394,3.2060316,2.1817238,32.582607,11.290678,43.949154,1.8544322,52.40678,2.6610169,650.67798,0.73525423,0.15305932,1.3842373,3.0920339,2525.2119,0.35221487,12.652542,6.7457628,13.330508,3.4491525,46.491524,67.084747,1
42101017100,295,0.036652837,0.9087137,0.025126787,1900,1610,290,84.7,15.3,2.1,6.3,1002,498.05276,863.11957,850,989,1357.4899,0,750.05609,1113.6364,809.83148,959.06592,1002,904.47833,690,646.35828,5.91118,6.1088824,5.5435166,5.9,6.1,5.7,2.7900622,2.8404965,2.69627,1939,1939,1939,1993,1981,2012,0.87033749,0.017761989,0.80930066,0.20908436,39708.691,31487.566,28042,29282,26514,205.61455,72.210915,304.85788,0.42539412,0.33296707,0.39364356,1.125,1204,140,152,94.400002,2.28125,2.2583334,1.6625,11.2,11.290909,43.799999,1.7327273,50.545456,2.5545454,387.27274,0.85272729,0.14363636,1.5063636,3.1863637,1765.4596,0.23650129,13,7.4545455,19.09091,1.6363636,58.272728,89.272728,1
42101017201,296,0.075958185,0.7076655,0.05226481,1626,1220,406,75,25,3.1,5,967,612.18781,676.14319,1008,862,903.53906,630,1371.9512,875,1024.3827,830.0481,967,1141.6501,706,960.42493,5.5786886,6.0845294,5.0438447,5.8,6,5.3,2.6819673,2.9282296,2.4215851,1939,1939,1939,2001,1980,2011,0.70994943,0.15682968,0.79921257,0.15354331,38763.957,37044.688,25905,32670,20625,235.81912,88.5672,340.95798,0.42998615,0.32183212,0.38982862,1,123552,110.5,100.25,77.25,1.9743589,1.969697,1.1607143,14,11.3,43.799999,1.745,50,2.5,612.5,0.76499999,0.1125,1.375,2.9675,1525,0.70137739,16.25,7,18,2.5,57.25,87.75,1
42101017202,297,0.036311053,0.91452444,0,2108,1590,518,75.4,24.6,0,0,744,529.9118,723.10547,660,937,1111.0946,0,568.75,625,621.18182,943.55933,744,803.08441,614,600.81171,5.6220126,6.0166111,5.1033478,5.8,6,5.5,2.6924529,2.8759689,2.4512372,1939,1939,1939,2003,1994,2011,0.81222707,0,0.78374946,0.1248413,27530.453,18631.732,15395,20958,8819,222.64375,80.3601,329.49228,0.44662353,0.3411727,0.40601185,1.2,1824.75,145.625,119.875,64.125,2.4184473,2.5981686,1.7047619,31,11.375,43.849998,2.28125,54.25,2.825,786.25,0.77125001,0.14225,1.25125,4.625,1575.0045,0.49968162,11.5,7.25,18.5,3.375,56.875,80.75,1
42101017300,298,0.060980469,0.89717019,0.028298127,1427,1123,304,78.7,21.3,3.8,10.4,813,553,716.2146,847,854,756.04797,568.14642,476.47058,625,796.29633,939.61865,813,875.86536,625,713.99036,5.5547638,6.3525181,4.7724867,5.9,6.2,5.5,2.6536064,3.1276979,2.1887126,1942,1939,1945,2004,1988,2009,0.69664901,0.065255731,0.78888887,0.16,41438.848,24920.635,19514,25878,11985,256.95276,102.8352,352.14108,0.39634296,0.28157699,0.36170304,1,22377.715,138.46666,128,91.566666,1.9816566,1.9041715,1.3194444,13.966666,11.287097,43.796776,1.837742,50.80645,2.5516129,516.12903,0.83935487,0.16116129,1.1987097,3.7709677,617.42816,0.99794948,13.064516,7.5806451,21.32258,3.0645161,62.387096,92.129036,0.90322578
42101017400,299,0.073564306,0.80635977,0.10204082,1095,847,248,77.4,22.6,0,14.2,784,736,719,692,867,721.54053,640.54865,674.26471,647.31183,665.48914,860.9649,784,752.29309,627,593.34454,5.7355371,6.9095745,4.7983017,5.9,6.8,5,2.8382525,3.5292554,2.2866242,1939,1939,1939,2001,1988,2009,0.80891722,0.014861995,0.81207132,0.12345679,44301.863,18890.658,21569,31765,14289,262.21036,112.66865,346.85504,0.39124975,0.27347821,0.36526176,1,42637.918,225.34782,189.43478,115.78261,2.017638,1.9270862,1.567602,27.565218,11.317391,43.804348,2.1052175,52.47826,2.7217391,626.08698,0.71999997,0.16973913,0.93434781,4.9173913,650.00043,1.498981,10.695652,7.4347825,25.304348,9.869565,63.913044,81.434784,0
42101017500,300,0.029333726,0.3074882,0.63119102,2804,2426,378,86.5,13.5,4.5,0,817,492,1061,675,867,828.1524,851,563.34589,997.53522,655.7915,884.47754,817,813.60809,635,654.14075,5.5432811,5.8063202,5.364706,5.7,5.7,5.7,2.7390766,2.9082568,2.6242216,1939,1939,1942,2007,1989,2012,0.63114184,0,0.55646157,0.038794167,27698.777,22335.641,15846,18495,15115,228.47235,99.153458,330.8259,0.42743617,0.33153632,0.40024939,1,2499,141.28572,135.42857,112.71429,1.9356151,2.011111,1.4761904,18.142857,11.314286,43.642857,1.9228572,50.57143,2.5714285,388.57144,0.76999998,0.15528572,0.91428572,5.0571427,253.85715,1.0509201,9.1428576,8.8571424,33,15.714286,73.571426,92.285713,0.71428573
42101017601,301,0.072829641,0.026698148,0.90010899,2281,2025,256,88.8,11.2,0,3.6,755,625.52509,512,769,850,781.90948,691.71521,390.68628,539.28571,814.32855,814.01514,755,690.07758,544,510.53217,4.9041977,5.375,4.4375615,5.1,5.6,4.7,2.3214815,2.6587303,1.9872173,1939,1939,1939,2006,2001,2011,0.60373646,0.052114062,0.55189222,0.11066514,28794.643,15924.287,13353,18787,9995,188.28426,93.620842,310.94879,0.48364776,0.40264612,0.45788294,1.2142857,57151.047,250.61111,136.61111,136.27777,2.6358652,2.3999224,1.1666666,50.333332,11.305555,43.555557,2.2505555,54.611111,2.9111111,616.11108,0.7361111,0.25555554,1.2916666,6.8444443,677.8573,0.8158738,7.6111112,8.8888893,32.388889,18.111111,65.888885,73.777779,1
42101017602,302,0.065012634,0.080174595,0.84079945,1473,1348,125,91.5,8.5,0,3.6,842,634,614.33344,816,890,762.89124,851,625,875,751.68536,895.07483,842,818.36945,629,614.17456,5.1468844,5.7538996,4.6926069,5.1,5.6,4.8,2.5630565,2.7660313,2.4111543,1939,1939,1939,2008,1998,2012,0.54863811,0.072632946,0.41897941,0.053715307,29220.104,21608.301,18651,19258,18470,183.85228,92.10936,309.19479,0.48969436,0.41185302,0.46520805,1.2,1794,148.14285,145.28572,122.71429,2.4399259,2.5384421,1.6666666,16.285715,11.314286,43.642857,2.0699999,52.42857,2.6857142,395.71429,0.72714287,0.24000001,1.5414286,5.7285714,514.30255,0.53339267,10.714286,8.1428576,30,16.142857,62.714287,78.85714,1
42101017701,303,0.06884905,0.28137177,0.62120032,1418,1100,318,77.6,22.4,0,4.2,831,733.06732,571,660,874,1044.7839,0,760,625,590.44116,932.48969,831,831.26825,638,627.51459,5.2009091,5.4378238,5.0728292,5.4,5.3,5.5,2.6218181,2.7305698,2.5630252,1939,1939,1939,2011,1996,2012,0.54621851,0.085434176,0.61505276,0.147651,31185.232,27577.031,19250,25109,12763,186.06975,104.82381,323.98322,0.53424293,0.46565652,0.51324224,1.1428572,1171.8,246.14285,241,462.42856,2.0401962,2.2958188,1.4343435,16.785715,11.226666,43.406666,2.0799999,52.200001,2.7866666,393.33334,0.77933335,0.31273332,1.6406666,7.8533335,133.38693,0.43631393,7.2666669,9.2666664,34.599998,16.6,71.599998,79.333336,1
42101017702,304,0.061194029,0.19645523,0.73414177,1934,1578,356,81.6,18.4,0,9.4,836,838,546,868,823,584,0,879.7619,696.42859,838.29944,814.81879,836,827.51837,589,598.7146,4.9645119,5.2581229,4.8056641,5.1,5.1,5,2.532953,2.6588447,2.4648438,1949,1946,1950,2011,2000,2011.4154,0.51074219,0.0703125,0.48422092,0.05029586,32391.697,24548.34,14167,18646,12427,164.52972,97.788536,298.43594,0.49564394,0.43097833,0.47503155,1,26208.75,209,243.875,629.125,2.5586369,3.1313636,1.2,16.25,11.225,43.650002,1.97,52.375,2.7249999,292.5,0.71375,0.29625002,1.5799999,7.4375,0.044253126,0.46167049,7.875,9.375,35.375,20.5,69.75,74.25,1
42101017800,305,0.23638268,0.24930167,0.47695529,2499,1994,505,79.8,20.2,3,4.3,815,706.73761,676,854,840,1233.0767,0,625,720.07574,921.875,908.48511,815,807.27399,618,604.91998,5.1920762,5.5006728,5.0087929,5.5,5.5,5.5,2.5842528,2.8169582,2.4460433,1939,1939,1939,2011,2003,2013,0.51318944,0.021582734,0.55237764,0.10130944,30104.307,22436.051,17014,26228,14461,180.67841,123.06927,323.11459,0.54019839,0.48393378,0.52194005,1.1544118,9493.2998,232.94737,191.69737,132.4342,2.7587197,2.6982558,1.8350216,31.18421,11.283334,43.73077,2.1596155,54.346153,2.8435898,819.8205,0.74076921,0.29567948,1.2628205,6.7812819,581.82214,0.41020572,9.6282053,7.8974357,25.47436,11.756411,58.397434,62.76923,1
42101017900,306,0.3213726,0.29113132,0.37026012,2412,2130,282,88.3,11.7,0,3.1,960,659.61871,695.63293,897,987,1096,0,697.66785,1250,976.8761,1017.9918,960,973.4021,692,679.14642,5.3638496,5.4909296,5.2740383,5.4,5.4,5.4,2.6492958,2.8571429,2.5024037,1939,1939,1939,2007,1992,2011,0.92067307,0.14663461,0.76237893,0.14504844,39464.285,39168.668,32337,35000,32131,305.56195,238.20576,460.34262,0.72726941,0.68721247,0.71399361,1.2857143,1246.5,350.60001,311.70001,352,2.5357373,2.5968254,1.8095238,31.799999,11.263637,43.618183,2.320909,54.81818,2.9727273,1100,0.76909089,0.35363635,1.6290909,7.0872726,645.12036,0.47764194,10.181818,7.7272725,24.545454,11,54.909092,59,1
42101018001,307,0.83647174,0.022134127,0.096465148,1187,1126,61,94.9,5.1,2,0,912,667.23254,788,779,1370,1728.313,0,805.73022,790.44116,854.81366,1321.1538,912,971.57013,717,775.3811,5.4547071,5.9605441,4.5038362,5.5,5.9,4.3,2.5595026,2.8857143,1.9462916,1939,1939,1939,2005,2001,2011,0.685422,0.15856777,0.78568369,0.20488641,77088.438,52500,56563,64960,30536,213.70094,137.00169,385.72028,0.71247923,0.66080964,0.69488448,1,20086,353.10001,308.29999,340.10001,2.5388608,3.4152777,2.5674603,50.599998,11.28,43.690002,2.5320001,57.900002,3.22,1562,0.759,0.45700002,1.114,7.8299999,400.03107,0.88566929,10.5,7.1999998,17.799999,6.8000002,44.5,36.400002,0.80000001
42101018002,308,0.87176937,0.000662691,0.097249836,2462,2298,164,93.3,6.7,0,5.3,855,614.99915,645,893,1034,1636.5238,0,691.09991,796.29633,923.88892,1084.8624,855,878.09949,702,707.38171,5.3751087,5.821825,4.3032546,5.6,5.9,4.2,2.5239339,2.8144267,1.8269231,1939,1939,1939,2002,1997,2011,0.73520708,0.13905326,0.76144636,0.27917352,65393.035,39615.383,41528,52454,29731,347.89813,270.98862,508.78259,0.79050219,0.75124919,0.77761662,1,2195,198.08333,173,147.09091,2.3305554,2.6372528,1.5952381,30.083334,11.25,43.591667,2.2033334,54.166668,2.95,1397.5,0.84083331,0.43166667,1.3516667,7.7416668,72.533081,0.58309889,9.666667,8.583333,22.75,8.083333,56.75,54.833332,1
42101018400,309,0.93395805,0.000892459,0.044622935,868,811,57,93.4,6.6,0,7.8,903,605.47412,654,967,1097.2585,0,0,697.28339,754.43036,930.85938,1250,903,840.06213,706,628.57141,6.0628853,6.5897832,4,6.1,6.5,3.7,2.7792847,3.0479877,1.7272727,1939,1939,1939,2004,2000,2012,0.63636363,0.036363635,0.87940633,0.20160791,71172.602,28166.666,51899,62826,19911,190.04146,75.140694,333.34009,0.49171057,0.43300366,0.4954879,2,2215.6667,84,61.599998,25.200001,2.8476191,2,1.3200001,6.1999998,11.1,43.599998,2.062,50,2.7,2700,0.88,1.1,4.5599999,9.3000002,0.14,0.4935233,9,8,19.4,4.4000001,50.799999,38.599998,1
42101018800,310,0.18760544,0.23540659,0.54178381,2942,2429,513,82.6,17.4,1,9.4,911,838,663.31775,913,890,1708,0,692.79663,574.16669,945.34222,1018.3062,911,998.39496,684,759.55737,5.7414575,5.8959537,5.5368419,5.8,5.9,5.8,2.7686291,2.909682,2.5818181,1939,1939,1939,2007,2002,2012,0.7751196,0.043062203,0.63018173,0.085154176,40484.105,26674.641,24883,27500,19766,203.99144,110.48368,346.3468,0.56169349,0.49227056,0.54238266,1.6612903,17746.234,283.79105,203.83582,179.75757,2.6594315,3.102021,1.3388278,34.68182,11.228358,43.688061,2.1304328,54.686565,2.8686566,791,0.72567165,0.34476119,1.658209,7.0488057,557.07263,0.31292561,10.462687,8.1940298,23.626865,11.223881,56.97015,62.641792,1
42101019000,311,0.14695863,0.12274939,0.6618005,2821,2675,146,94.8,5.2,1.4,5.5,859,654.85248,752,877,888,1314.228,0,746.09375,753.57141,788.54169,947.30365,859,855.91504,719,671.78107,5.9835515,6.3748813,5.7302957,6.1,6.3,6,2.6280375,2.9181731,2.4402709,1947,1952,1945,2008,2002,2012,0.74137932,0.16748768,0.7191509,0.17541404,54471.93,31924.262,35589,45040,24934,204.4722,86.723343,334.871,0.48977593,0.43566599,0.48146254,1.5434783,71672.891,181.60318,142.65079,101.84127,2.9309106,2.966846,1.2871861,14.904762,11.220634,43.550793,1.9147619,51.650795,2.6507936,473.68253,0.74650794,0.31093651,1.9960318,7.5522223,324.91931,0.73242038,8.4444447,8.3015871,26.682539,10.31746,61.126984,75.809525,1
42101019100,312,0.12017906,0.13762626,0.60709369,3049,2901,148,95.1,4.9,2.1,0,1051,825,823,1116,1031,1369.6646,0,740.69116,821.64178,1142.2413,935.60126,1051,984.0387,749,689.14752,5.429852,5.5997033,5.0397725,5.5,5.7,5.1,2.4508791,2.5373578,2.2522728,1951,1953,1946,2006,2004,2012,0.77613634,0.019318182,0.68085104,0.12892175,46780.059,32664.773,32878,37231,23864,201.86905,85.695206,327.853,0.50308281,0.44154862,0.49097148,1.2,1829,159.28572,184.42857,103.71429,2.3909297,2.4952381,1.05,6.8571429,11.228571,43.471428,1.8542857,51.142857,2.6428571,403.28571,0.79428571,0.28985715,2.1228571,7.1857142,785.79773,0.55973434,7.8571429,9,28.142857,10.857142,65.285713,84.285713,1
42101019200,313,0.12641869,0.12731768,0.71019214,2837,2294,543,80.9,19.1,2.5,2.3,874,737.69794,601.26782,785,949,1066,0,733.12323,562,738.69861,1033.1475,874,923.80328,658,651.50128,5.6242371,5.8835306,5.3857741,5.7,5.9,5.3,2.8866608,2.9526842,2.8259413,1947,1939,1954,2007,1997,2012,0.60502094,0,0.59686369,0.042943306,42950.41,28121.34,25446,29801,24544,191.62241,95.838051,325.47968,0.52792221,0.45574814,0.50735116,1.1,5174.1333,276.70969,276.09677,523.93549,2.6014106,2.759114,1.7806391,27.387096,11.267742,43.664516,2.114516,54.064518,2.8129032,482.74194,0.73000002,0.25522581,1.4038709,6.7041936,495.49252,0.30150789,8.9032259,8.5806456,29.290323,13.903226,64.419357,76.258064,1
42101019501,314,0.050382651,0.043154761,0.90625,1903,1703,200,89.5,10.5,0,4.2,803,809,509,813,870,947.78625,0,711.27454,506.4935,796.11108,842.31134,803,758.67188,613,577.52606,5.1802702,5.6559296,4.8617649,5.4,5.6,5.2,2.5731063,2.8491948,2.3882353,1939,1939,1939,2008,2003,2011,0.48039216,0.010784314,0.52764797,0.080996886,25248.902,19482.844,13017,15938,11457,196.90976,90.08403,316.71533,0.48380396,0.40208825,0.45904043,1,1078,186.2,249.60001,656.20001,2.4847059,2.9826839,2.4166667,14.6,11.24,43.66,1.796,50.200001,2.54,560,0.75999999,0.27340001,1.604,5.3099999,600.01782,0.41981867,7.5999999,8.6000004,31.799999,17.4,63.799999,71.199997,1
42101019502,315,0.11419666,0.1071125,0.74497026,1364,1073,291,78.7,21.3,0,12.1,826,627,596.35089,830,948,1068,0,639.61041,625,873.60248,978.39404,826,864.14417,678,653.8739,5.0288911,5.4321837,4.7539186,5.2,5.4,5.1,2.5237651,2.7218392,2.3887148,1939,1939,1941,2005,1998,2009,0.64106584,0.036050156,0.57704401,0.065513626,28988.506,25094.043,19656,22277,18349,200.09412,88.464264,317.88144,0.4896735,0.41003636,0.4663626,2,1493,142.28572,154.42857,277.14285,2.5376556,2.7625,1.7,11.285714,11.257143,43.757141,1.6682857,48.714287,2.4285715,577.14288,0.63571429,0.2,1.36,4.5,1220.0234,0.45807913,12.285714,7.7142859,26.285715,14.571428,57.857143,70.571426,1
42101019700,316,0.04378631,0.39719427,0.55632704,2398,2212,186,92.2,7.8,0,4.6,886,668.78107,597,863,893,1289,0,742.53424,759.14636,955.24689,948.65704,886,913.05902,685,704.44812,6.0298371,6.4642859,5.6661129,6,6.3,5.9,2.891953,3.0575397,2.7533224,1939,1943,1939,2007,2002,2011,0.63621265,0,0.61278003,0.11328921,27723.215,26634.137,18763,20868,15361.69629,286.87369,105.29424,341.59216,0.67509121,0.63230401,0.66510928,1.2,1026.625,257.42856,220,101.42857,2.0799999,2.0666666,1.9583334,17.285715,11.271428,43.871429,1.8457142,50.42857,2.4714286,548.57141,0.79857141,0.14242858,0.91571426,3.4714286,459.84311,0.33403513,9.4285717,8.4285717,25.142857,9.5714283,61.714287,89.285713,1
