FIPStract,tractid,p_white,p_black,p_hispanic,total_housing_units,occupied_housing_units,vacant_housing_units,p_occupied,p_vacant,p_owner_vacant,p_renter_vacant,median_grossrent_allhouses,median_grossrent_nobedrms,median_grossrent_onebedrms,median_grossrent_twobedrms,median_grossrent_threebedrms,median_grossrent_fourbedrms,median_grossrent_fivebedrms,average_grossrent_nobedrms,average_grossrent_onebedrms,average_grossrent_twobedrms,average_grossrent_threebedrms,median_grossrent,average_gross_rent,median_contract_rent,average_contract_rent,average_rooms,owner_average_rooms,renter_average_rooms,median_rooms,owner_median_rooms,renter_median_rooms,average_bedrms,owner_average_bedrms,renter_average_bedrms,median_yearbuilt,owner_median_yearbuilt,renter_median_yearbuilt,median_yearmovein,owner_median_yearmovein,renter_median_yearmovein,p_renter_higherthan_highschool,p_renter_higherthan_bachelor,p_higherthan_highschool,p_higherthan_college,owner_average_income,renter_average_income,median_hhinc,owner_median_hhinc,renter_median_hhinc,tract_assault_all,tract_arrest_all,tract_theft_all,presp_white,presp_black,presp_hispanic,tract_bathrooms,tract_sqft,tract_theft,tract_assault,tract_arrest,tract_elementary_school_score,tract_middle_school_score,tract_high_schol_score,tract_nightlife,tract_particulate_matter,tract_ozone,tract_nata_diesel_pm,tract_nata_airtoxics_cancerrisk,tract_nata_respiratory_hazard,tract_traffic_proximity_volume,tract_lead_paint_indicator,tract_superfund_proximity,tract_rmp_proximity,tract_hazardous_waste_proximity,tract_wastewater_discharge,tract_dist_tri,tract_pop_overage_64,tract_pop_underage_5,tract_poplessthan_highs,tract_linguistic_pop,tract_low_income_population,tract_minority_population,tract_toxic
42017100102,1,0.69504952,0.031353135,0.069966994,1488,1322,166,88.8,11.2,0,1.9,1285,761.79199,1210,1369,1637.7765,0,0,1250,1204.501,1258.2294,1285.4546,1285,1297.413,1179,1202.4626,4.7004538,6.8233438,4.0308456,4.4,7,4,1.8940998,3.2271292,1.4736319,1969,1948,1971,2011,1990,2012,0.92338306,0.360199,0.90769905,0.33552057,75906.938,63124.379,52929,71625,52476,109.78494,36.4226,204.36174,0.45158461,0.4033125,0.45773622,1.25,985.75,166.33333,85.333336,46.333332,4.6444445,4.2800002,2.0666666,58.5,11.066667,44.700001,1.9483334,54.666668,2.7,1450,0.44833332,0.26350001,1.035,3.4866667,1166.6681,0.90460581,17,5,9.333333,5.5,29.333334,29,0.66666669
42017100103,2,0.85668409,0.037334405,0.055800885,1141,1107,34,97,3,0,0,899,713,836,1042,1611.3379,0,0,875,791.43457,1090,1250,899,897.84644,814,786.79773,5.4010839,6.9237919,3.9613357,5.5,6.9,3.7,2.3595302,3.2490706,1.5184535,1959,1954,1967,2007,1999,2011,0.89103693,0.18453427,0.92076504,0.20710382,74693.305,42319.859,47068,68077,37031,47.331665,17.036306,87.967812,0.16344427,0.14769702,0.22236454,1,1323.5555,78.099998,45.200001,19.799999,5.1166668,4.52,3.25,45.099998,11.099999,44.75,2.0669999,54.599998,2.73,1117,0.479,0.26069999,1.219,4.1549997,274.01251,1.6205268,15.3,6,11.6,3.0999999,30.9,33.400002,0
42017100104,3,0.47667438,0.15011548,0.16235566,1903,1771,132,93.1,6.9,0,6,952,804,914,999,1688.4374,0,0,661.11108,799.74426,975.81604,400,952,872.85016,875,773.35992,4.9536986,7.2218652,3.7258487,4.3,7.4,3.8,2.2055335,3.4067523,1.5552654,1976,1983,1974,2007,1998,2010,0.84421235,0.18015666,0.85451561,0.35041052,92813.508,36068.32,40473,89643,26690,71.330177,25.221951,132.55931,0.64299428,0.61150688,0.29711428,1,78207,111.14286,73,8.2857141,5.0476189,4.6190476,3.6666667,17,10.928572,45.185715,1.4671428,51.42857,2.3571427,891.42859,0.39142859,0.24571429,0.58142853,3.8142858,0.001121429,1.2433388,15.428572,6.4285712,11,6.4285712,27.857143,22.857143,0
42017100206,4,0.65789473,0.061529722,0.078568727,2006,1904,102,94.9,5.1,0,7.2,1414,1015.2034,1301,1465,1454,0,0,1015.0054,1299.1353,1308.353,1371.5597,1414,1437.5736,1181,1197.4971,5.9847689,7.1948175,4.5220418,5.7,7.5,4.5,2.6102941,3.2715931,1.8109049,1978,1979,1977,2007,2000,2013,0.88979119,0.33178654,0.93987173,0.43666488,105952.49,63396.172,81188,113571,53977,6.075171,6.5202861,12.33159,0.027132386,0.022911584,0.025242247,1.5,24552.334,260.77777,111.4,51.900002,3.7882576,3.8116667,2.5833333,59.200001,11.045455,44.481819,1.8972727,52.909092,2.6090908,824.72729,0.53799999,0.18045455,1.0609092,3.4127274,323.6579,2.6393502,13.181818,6.5454545,14.545455,7.090909,37,56.454544,0
42017100207,5,0.72906166,0.08711303,0.067194626,1821,1718,103,94.3,5.7,2.9,5.6,863,910.70874,883,785,910,0,0,875,789.133,809.6059,897.07208,863,785.74426,803,683.77881,5.3096623,6.9189906,4.0538859,5.1,6.8,4.1,2.2211874,2.9508631,1.6518135,1976,1981,1974,2004,2003,2005,0.7626943,0.17927462,0.84784722,0.33570734,90876.492,31733.16,41897,80433,23560,61.72802,23.082384,114.89742,0.40396678,0.36340365,0.27960476,1.3333334,25619.5,149.625,76,24.375,4.1500001,4.7083335,3.4285715,58.375,10.8375,45.375,1.63,52.125,2.4624999,805,0.33125001,0.22,0.86500001,2.5250001,275.00748,2.4547765,17.375,5.875,13.375,11.375,40.625,31,0
42017100208,6,0.5180195,0.11899351,0.23847403,2805,2624,181,93.5,6.5,2.2,5.1,994,822,969,1225,1406.8595,1821,0,817.59259,996.22339,1182.4905,1000,994,1042.6892,874,906.97498,4.7785821,6.7401247,3.6432009,4.7,6.5,3.7,1.9836128,3.1590436,1.3032491,1969,1958,1973,2010,2001,2012,0.83212996,0.19975932,0.89044183,0.23782687,73973.492,38652.227,37356,70446,35294,45.591896,18.109135,85.224533,0.74564308,0.72217989,0.19458731,1.3125,16972.551,117.3,65.550003,29.35,4.2309523,4.6482654,3.2809525,40.578949,10.98,45.099998,1.638,53.099998,2.4449999,491.5,0.30399999,0.21699999,0.63300002,3.5049999,523.45172,1.7266223,14.85,7,12.55,10.85,37.75,47.049999,0
42017100209,7,0.59594655,0.046248384,0.074277706,3955,3636,319,91.9,8.1,2.6,2,1182,848.64288,1101,1242,2116,0,0,1250,1139.308,1253.2894,1434.1085,1182,1248.7625,1073,1091.6125,5.4337182,7.0104809,4.1638532,5.1,7,4.2,2.3688118,3.3156598,1.6062562,1974,1973,1975,2008,2000,2012,0.95630586,0.3202582,0.93087351,0.39397591,95826.141,58335.402,68611,103191,51346,91.086632,31.848886,169.81929,0.53548169,0.48344192,0.38958561,1.25,54594.668,158.36363,88.555557,20.666666,4.5749998,4.4791665,2.5999999,42.090908,10.945455,45.018181,1.6918182,52,2.4818182,704.54547,0.36272725,0.32363635,1.3518182,3.5,672.73755,1.0551603,14.272727,5.2727275,10.454545,7.6363635,30.363636,46.81818,0.63636363
42017100304,8,0.65675145,0.22387476,0.084540114,1144,1064,80,93,7,0,0,928,1046.4268,804,1084,1438,0,0,875,798.92969,1127.8502,1250,928,960.45776,867,864.29578,4.8665414,6.2452831,4.2788205,4.6,6.1,4.2,2.0817668,2.9842768,1.6970509,1966,1953,1969,2009,1994,2011,0.88873994,0.056300268,0.84464175,0.18579581,71831.758,41186.328,38953,70982,34338,87.627724,30.573683,156.85092,0.40658107,0.3075659,0.41706347,1.3324599,1011.5,356.60001,132.25,50.400002,4.5250001,4.5476189,3.5,98,11.16,44.540001,2.3180001,57.200001,3,1182,0.56800002,0.21799999,1.122,4.9000001,848.00787,0.27975231,12.8,6,11.2,4.1999998,35.599998,49.400002,1
42017100307,9,0.72161895,0.092596248,0.10997038,2096,1942,154,92.7,7.3,1.3,3.9,965,923,909,1114,958,1223,0,845,913.75543,1141.6666,1040.4371,965,1024.9625,838,880.84711,5.6060762,6.4027667,4.2328191,5.9,6.4,4,2.7476828,3.2921073,1.8092567,1959,1957,1970,2005,2001,2010,0.90462834,0.10238429,0.87959558,0.20220588,68726.609,41363.957,46250,60609,33306,103.75693,36.197235,193.38731,0.46576113,0.39324054,0.45774767,1.5,8274,100,100,100,3,2,3.25,3.6666667,10.700001,45.474998,1.35,47.25,2.2249999,845,0.48250002,0.67500001,3.2750001,5.5250001,0.039074998,0.61773211,11.5,6.5,13.25,3.75,31.25,32,1
42017100401,10,0.80345857,0.045892917,0.12986365,2569,2385,184,92.8,7.2,2.8,5.8,990,1136,950,1162,1483.302,1196,0,875,891.83167,1262.2549,1314.6067,990,1116.7411,950,1006.2054,6.151782,6.7408218,4.2321429,6.2,6.7,3.8,3.0197065,3.4230137,1.7053572,1957,1960.0734,1966,2001,1995,2012,0.97678572,0.23571429,0.89302999,0.28073573,83782.195,41633.93,60784,84279,36333,70.671379,23.771883,110.2506,0.27427587,0.16233076,0.30426732,1,800,52,100,51.5,2.1818182,1.5,2.8333333,6.5,10.95,45.150002,1.52,46.5,2.25,245,0.66499996,0.19499999,1.7,2.9499998,500.013,0.7307775,10.5,7,15.5,4.5,43,60.5,1
42017100404,11,0.88250041,0.042143192,0.066113114,2395,2249,146,93.9,6.1,0,10.8,1091,0,867.12854,1101,1568,1317.1127,0,875,441.97531,1189.8585,1394.7368,1091,1074.9341,922,902.30872,6.2392173,6.69028,4.3200936,6.3,6.6,4,3.0640285,3.3503571,1.8457944,1956,1956,1962,2001,1997,2008,0.68224299,0.15420561,0.90297484,0.23524028,80897.859,42459.113,67344,78510,43686,98.134796,35.289871,182.53531,0.43407187,0.38504791,0.52129757,1.5,850,136,81,7,4,4,1,2,11.1,44.599998,0.96100003,43,1.9,340,0.33000001,0.1,0.11,0.61000001,590,0.47473499,18,6,5,2,24,27,1
42017100500,12,0.95232326,0.007676768,0.032727271,1066,1031,35,96.7,3.3,0,0,1106,859.21039,808,1185,1217,1215.842,0,863.11212,847.35577,1200.3379,1206.3492,1106,1147.0238,929,975.52911,5.8709989,6.6171875,4.6496162,5.8,6.7,4.8,2.630456,2.98125,2.0562661,1949,1947,1952,2005,2002,2010,0.95140666,0.22506393,0.92246747,0.31748727,75089.844,50434.781,54970,69821,43783,108.00214,38.300312,203.30354,0.45847648,0.38745835,0.4957673,1.1012237,750.03802,7,91.257156,2,5,3.1639237,3,6,10.4,45.799999,1.23,46,2.0999999,210,0.63999999,0.25999999,4.6999998,4,0.055,0.85163653,15,5,10,4,41,32,1
42017100600,13,0.67116314,0.091371849,0.16950879,1691,1483,208,87.7,12.3,3.3,8.5,935,756,843,1092,868,1223,0,744.17474,899.28571,1059.4067,1001.7562,935,985.67487,843,844.32513,5.644639,6.9772725,4.5759416,5.6,7.2,4.5,2.4106541,3.0090909,1.9307412,1939,1939,1952,2009,2002,2012,0.87849331,0.065613605,0.87364078,0.26059243,83818.18,41406.441,50089,81149,32299,110.38572,38.990978,208.18051,0.46437952,0.39214191,0.49249443,1,625,214,80,15,3,3,3.1019883,11,11.3,43.900002,1.4400001,50,2.4000001,150,0.77999997,0.097000003,0.67000002,1.3,350,1.0798888,15,7,14,1,48,70,0
42017100805,14,0.96781081,0.008375759,0.014616522,2175,2062,113,94.8,5.2,0,22.5,1325,1103,1021.1602,1375,1603.7319,1288.0969,0,875,875,1235.5372,1205.7693,1325,1341.4773,1285,1205,6.9471388,7.1449513,5.2909093,6.9,7,5.3,3.4650824,3.6167209,2.1954546,1956,1955,1971,1994,1991,2012,0.84090906,0.29545453,0.94981998,0.39176416,89704.125,55534.09,81806,91172,65000,63.629471,22.202183,105.22428,0.41972339,0.20224455,0.48607159,1.2865201,119855,473,430,85,1,1,1,22.869555,11.1,44,1.41,47,2.2,510,0.83999997,0.086000003,0.38,1.5,3.90E-05,1.3494344,15,6,18,3,52,95,0
42017100811,15,0.59313828,0.18227741,0.044622187,2048,2010,38,98.1,1.9,0,2.5,1109,991.08459,1048,1161,1472,1196,0,875,1039.8905,1200.5814,1273.8765,1109,1164.6399,972,1017.2554,4.8686566,7.3071017,4.0154467,4.4,7.4,3.9,2.0696518,3.4030709,1.6030893,1976,1979,1975,2010,2001,2011,0.96306247,0.35930154,0.94960052,0.46803933,100983.69,54751.512,55245,104219,49316,35.45454,11.577907,49.819134,0.54852545,0.053626969,0.56125706,1.3333334,9605.2002,367.75,152,63.75,4.8000002,4.8571429,6.5916667,74.85714,10.9,45.099998,2.2771428,56.714287,2.8714285,1014.2857,0.50857139,0.19828571,1.1457143,4.9285717,1114.3064,1.5396806,11.428572,4.4285712,9.1428576,3,30.428572,34.142857,0
42017101100,16,0.65797293,0.16870254,0.093760319,1143,1079,64,94.4,5.6,0,4.8,1045,883,971,1107,1600,1188,2125,798.0769,940.11859,1156.0283,1309.322,1045,1075.5767,942,952.92419,5.1084337,6.7066383,3.8888888,4.8,6.6,3.8,2.3401299,3.2012849,1.6830065,1962,1956,1966,2010,1998,2012,0.85620916,0.21405229,0.9126268,0.31736189,86573.875,42058.824,51076,85284,31964,56.470901,20.395071,100.98943,0.54369116,0.22400227,0.59601551,1.4465598,9416.3486,100,100,100,3.4444444,3.090909,2.4285715,50,11.4,43.799999,4.25,84,4.5999999,2000,0.56,0.34,1.4,9.3000002,1400,3.1225517,14,3,6,3,28,35,0
42017105600,17,0.8676278,0.051987767,0.024464833,1176,1068,108,90.8,9.2,3.9,7.3,1243,0,1220,1241,2045,0,0,625,1119.7479,1257.0564,1500,1243,1264.0138,1160,1152.8546,5.9250937,6.7054262,3.8707483,5.9,6.8,3.8,2.557116,2.9392765,1.5510204,1955,1954,1958,2004,2000,2013,0.97959185,0.44217688,0.99275362,0.73067635,99531.656,60042.516,82614,102273,54000,96.16333,35.893791,182.77542,0.3864696,0.52537543,0.62051415,1.5,2686.25,1202,262,102,6.5,6,9,133,10.690001,45,2.48,62,3.1499999,975,0.54000002,0.1345,0.90499997,4.9500003,1900.0009,1.4650478,14,4.5,3,1,16.5,23,0
42017105704,18,0.66741103,0.19681406,0.074884623,2738,2542,196,92.8,7.2,4,0,1162,435,903,1296,1626,1431,0,864.82489,784.27539,1212.3552,1312.705,1162,1127.9978,1000,992.2442,6.0118017,6.8340478,4.5346537,6.1,6.6,4.2,2.9331236,3.4280465,2.0440044,1956,1952,1974,2005,2001,2011,0.91089112,0.15181518,0.94126409,0.41285381,90520.516,57147.965,74493,91051,52083,103.88359,38.208855,198.62338,0.43090785,0.47182879,0.5750767,1.5,4450,526.32483,161.63171,55.023502,1,3,4,3,9.8950005,46,1.0699999,43.5,2,180,0.5,0.085500002,3.6500001,5.0999999,0.00365,0.99878269,12,7,4,2.5,17.5,34.5,0.5
42017105805,19,0.79461217,0.065630086,0.067980476,2560,2233,327,87.2,12.8,0,4.8,1251,435,1273,1266,1420.1826,1431,0,1250,1190.407,1120.7992,1250,1251,1182.5502,1056,1012.406,5.241827,5.768641,4.294486,5,5.7,4.2,2.4626064,2.9031358,1.670426,1975,1976,1974,2009,2004,2012,0.94486213,0.2706767,0.90412003,0.25534078,67742.164,65256.891,60385,56755,62000,103.90874,38.082336,197.81578,0.43282351,0.45782521,0.56727231,1.75,774,113.66666,100.33334,26.333334,4.7114286,5.4400001,3.9444444,12.666667,10.683333,45.099998,1.3553333,47.5,2.1833334,578.33331,0.57666665,0.14383334,1.7116666,2.9366667,1000.0041,2.0361149,14.666667,5.8333335,9,4.5,30.833334,32.666668,0
42017106000,20,0.89316863,0.018410852,0.008478683,1746,1636,110,93.7,6.3,0,2.1,1324,983.66974,1156,1647,1622,1188,2125,978.27124,1220.5834,1417.0918,1421.0526,1324,1379.3706,1203,1249.8252,6.1008558,7.1534796,4.2197614,6.1,7.1,4.3,2.7218826,3.3222117,1.649063,1970,1963,1975,2006,1999,2012,0.94207835,0.52299827,0.94109815,0.43094841,93117.258,69114.141,80658,96141,54025,38.729134,13.359037,62.904392,0.61440676,0.11037344,0.63648427,1.5,3427,175,85.666664,11,5.4000001,5.8333335,2,10,11.033334,44.866665,1.3299999,50,2.2333333,736.66669,0.36666664,0.14366667,0.77333331,1.5066667,1266.6696,2.3587394,18.333334,6.3333335,11.666667,12.333333,34.333332,41,0
42029300104,21,0.85774946,0.035900407,0.019494306,2001,1944,57,97.2,2.8,1.6,0,1601,0,1125,1613,2181,2774,0,1015.1138,1144.4445,1411.2903,1391.791,1601,1681.7114,1410,1525.5873,7.2165637,7.6833644,4.908257,7.7,8.1,4.2,3.3677983,3.5732839,2.3516819,1961,1960,1964,2003,2001,2012,1,0.82262999,0.98987412,0.82484949,113107.61,86146.789,122228,137375,83894,20.492237,8.4580364,40.371929,0.84695578,0.16226399,0.49304867,1,5795,100,100,100,2.8888888,3.1428571,3,2,11.1,43.900002,1.66,49,2.4000001,360,0.74000001,0.13,1.2,3.0999999,6.90E-05,2.3324966,8,9,19,10,47,78,0
42029300400,22,0.81559044,0.094822571,0.035194881,1640,1629,11,99.3,0.7,0,0,1585,3117,1245,1541,1838,0,0,1258.6643,1240.4458,1383.4951,1240.942,1585,1542.0579,1468,1412.637,6.0822592,6.7648282,5.1002994,6,6.8,5.2,2.7348065,3.0385015,2.2979043,1971,1965,1976,2007,1999,2012,0.91317368,0.65269458,0.94946402,0.63055128,87198.234,75437.875,77639,90066,73482,35.513042,14.800065,70.87397,0.68433714,0.51228124,0.60476768,1,5795,1046,259.5,92.5,6.5,6.5,3,349,11.5,43.900002,3.9099998,79,4.1500001,1200,0.63999999,0.37,1.9,8.7000008,1950,3.7109747,13,4,6.5,3,26,35,0
42029300700,23,0.75571942,0.0340329,0.1807525,2476,2344,132,94.7,5.3,3.7,3,1098,815,950,1122,1386,0,0,680.25,1027.1277,1214.4541,1188.348,1098,1139.4626,929,982.46948,5.2133107,6.7936049,3.9702744,5.1,6.9,3.8,2.4372866,3.252907,1.7957317,1939,1939,1939,2011,1998,2013,0.88414633,0.27439025,0.90633893,0.4297542,82887.594,46993.141,55399,73571,36726,9.3239489,4.126832,17.361397,0.082968548,0.067197941,0.80642396,2.3333333,5585,890,65.25,21.5,7.1500001,7.5999999,8,111.5,11.200001,45.25,2.0274999,55.25,2.8,510,0.6275,0.2525,2,2.51,3700,2.1221681,12.75,6.5,6.75,3.75,27.25,25.25,0
42029300800,24,0.86732721,0.072015464,0.04132431,2200,2108,92,95.8,4.2,0,6.6,1091,815.74329,921,1171,1681,0,0,875,930.47479,1170.5247,1397.9821,1091,1150.2216,1019,1065.7131,4.9084439,6.0834355,4.1678267,4.9,6.1,3.9,2.2210627,2.9411044,1.7672081,1971,1964,1975,2011,1994,2012.4972,0.93039441,0.42150038,0.93834114,0.47449139,75874.234,55597.449,54231,71223,45729,17.272663,7.1348825,33.102531,0.16630621,0.13590072,0.3509587,2.3333333,19320,890,65.25,1,6.875,6.5,7,7,11.1,45.700001,1.1,42,2,82,0.34999999,0.33000001,1.1,0.22,1900,1.8926846,14,7,5,3,20,16,0
42029300900,25,0.81123596,0.017977528,0.12494382,1010,941,69,93.2,6.8,4.8,10.6,1117,835.95422,950,1178,1741,0,0,625,1012.7551,1163.0435,1445.6522,1117,1186.4036,950,1030.5922,6.1126461,6.5946703,4.6052632,6.1,6.4,4.3,2.7502656,3.1051893,1.6403508,1955,1954,1969,2006,2002,2013,0.91228068,0.19736843,0.94968551,0.45660377,80354.141,42324.563,66875,83625,26406,18.048853,7.4139395,34.497978,0.17302339,0.13570379,0.74938315,2.2468462,8737.4775,812.26538,66.988388,15.163368,6.8362856,7.0416083,7.2039361,76.522247,11.1,45.700001,1.4,48,2.4000001,270,0.68000001,0.18000001,2.4000001,0.37,3900,1.6807221,13,6,7,5,28,22,0
42029302202,26,0.68859833,0.047237452,0.062139746,2919,2800,119,95.9,4.1,0,5.1,1497,2295.1074,1326,1709,2276,2179.7368,0,1142.2299,1309.2831,1430.6884,1263.1902,1497,1603.5162,1350,1408.313,6.1878572,7.6486487,4.3659711,6.2,8,4.1,2.7010715,3.4922781,1.7142857,1987,1986,1987,2009,2004,2013,0.97592294,0.58667737,0.95072466,0.66454107,107220.08,78314.609,91193,118750,73438,2.3940802,1.0272465,4.7794671,0.97580957,0.027008938,0.27503884,1.3333334,2062,163.5,73.5,12,5.5,5.5,5,39.666668,11.233334,44.766666,1.6136667,48,2.3666668,760,0.31399998,0.22966667,0.25,2.3533332,1040,1.813148,15,5.6666665,6.6666665,2.6666667,26,33.333332,0
42029302300,27,0.86905164,0.05129936,0.01518731,1499,1413,86,94.3,5.7,3.2,0,1302,1207,1194,1564,2074,2156.8093,2479,1250,1252.004,1369.171,1387.7551,1302,1445.6265,1238,1348.8149,4.8046708,7.194499,3.4590707,4.1,7.2,3.1,2.1670206,3.4125736,1.465708,1955,1941,1970,2011,2001,2013,0.97566372,0.56305307,0.95912546,0.68060839,99896.859,64587.941,76146,106891,57992,4.6571007,6.6639848,7.1205254,0.61137062,0.46495792,0.6703766,1.5,2161.8684,2,3,11,7.1111112,7,9,18,11.1,46.099998,1.54,50,2.3,210,0.62,0.096000001,1.6,3.5999999,0.34999999,0.50603032,9,4,7,4,41,23,1
42029302600,28,0.69284874,0.12719813,0.11762407,1919,1738,181,90.6,9.4,0,4.1,1403,853,1141,1401,1890,2583,2479,706.4516,1098.7544,1170.1193,1375.5774,1403,1530.2749,1286,1379.9515,5.0955119,6.8665156,4.4915123,4.7,7.3,4.2,2.5552359,3.459276,2.2469137,1939,1939,1939,2012,2002,2013,0.95216048,0.2013889,0.90291262,0.4266451,87460.406,41174.77,38036,90455,26233,3.5613267,7.7515497,4.3361449,0.90809727,0.75439358,0.23219529,1.75,2442,205.66667,189.5,36.333332,5.7037039,5.6666665,6.6666665,18.333334,11.1,45.366665,1.6733333,51.333332,2.4333334,603.33331,0.67000002,0.15566666,1.7666667,3.5999999,0.2263,0.51755744,8.666667,5.3333335,12.666667,7.6666665,45,40.666668,1
42029302705,29,0.83052576,0.023481367,0.046962734,1589,1526,63,96,4,0,3.8,1481,1649.5773,1215,1675,1684.186,1869.2324,2479,1250,1259.6982,1409.6439,1500,1481,1508.8051,1319,1398.8208,6.283093,7.852809,4.0864778,6.5,8,4.2,2.8650064,3.6988764,1.6981132,1971,1970,1973,2008,1998,2013,0.96855348,0.5518868,0.94537175,0.6187405,101176.97,62059.75,80448,118780,51731,15.550665,8.5360374,30.805761,0.76790631,0.23147941,0.31773934,3,2716,118,87,25,2,2,8.2503948,9,11.2,44,1.3200001,49,2.3,140,0.77999997,0.090999998,0.41999999,0.87,3.5999999,1.0744407,16,6,14,1,50,75,0
42029302706,30,0.94178748,0.015797446,0.024020774,1897,1848,49,97.4,2.6,0,3.9,1313,973.31848,1157,1420,1718.4093,1322,2479,1250,1256.917,1316.0793,1284.1726,1313,1427.7736,1217,1355.7371,6.3717532,7.7162161,3.9743977,6.7,8.1,3.8,2.9642856,3.5447636,1.9292169,1975,1973,1982,2004,1995,2013,1,0.49397591,0.98195696,0.64850795,99358.109,54751.508,76250,114125,52586,5.7079821,5.538775,10.170517,0.49515715,0.28453329,0.61377859,2.0054502,2534.8154,132.57596,116.91994,4,7.25,7,9,3,11.1,46.099998,1.47,50,2.2,180,0.55000001,0.086999997,1.4,2.7,0.37,0.90634239,9,2,6,3,39,17,1
42029303902,31,0.89590663,0.027597703,0.039451752,2212,2191,21,99.1,0.9,1.1,0,1651,1019.5361,1024,1662,1742.8947,1719.4498,2479,921.3421,967.69232,1425.4032,1500,1651,1726.3308,1521,1602.3765,7.1720676,7.4979167,4.8634686,7.7,8,4.2,3.3336377,3.4765625,2.3210332,1984,1984,1982,2000,1998,2014,0.87453872,0.45756456,0.98355019,0.73262954,106856.77,77896.68,117837,119904,44933.76953,23.243614,12.463642,45.771118,0.66818613,0.33281812,0.50030529,1,575,3,1,3,7,7,9,18,11.1,46.099998,1.2,47,2.0999999,170,0.50999999,0.1,1.5,2.5,0.30000001,1.5593585,13,5,7,3,27,19,0
42045400301,32,0.082922012,0.69990128,0.097729519,2653,2061,592,77.7,22.3,3.8,19.7,1025,691.54822,790,1049,1183,1288.129,778,625,795.18182,1039.1459,1184.4298,1025,1017.4323,796,830.85468,5.5274138,6.366158,5.0761194,5.6,6.2,5,2.3600194,2.7975035,2.1246269,1947,1943,1949,2009,2002,2012,0.91119403,0.053731345,0.8612079,0.17276423,53935.508,34953.359,32635,42525,24888,125.03996,50.497444,242.93707,0.4673292,0.37452352,0.43950942,2,790.25,88,51.333332,74.666664,3.2467949,3.4222221,4.1999998,64.833336,11.4,44.383331,1.9716667,54.166668,2.5999999,693.33331,0.7833333,0.21166666,0.77500004,2.6333332,25.82,0.89224052,10.333333,6.6666665,12.833333,8.166667,44.5,75,1
42045400401,33,0.130555,0.46928698,0.10073079,2072,1878,194,90.6,9.4,5.7,7.1,898,617,763,994,1285,1473.3094,778,625,751.12433,1074.2695,1236.9967,898,985.89087,769,782.74255,5.1629391,6.3345914,4.3028626,5.6,6.2,4,2.3152289,3.0251572,1.7940905,1943,1941,1944,2009,1996,2012,0.90766388,0.083102494,0.86071539,0.26875594,58569.184,39441.367,36385,42952,33016,131.90048,53.704765,245.01715,0.45518866,0.35974348,0.43947753,2,1422,68.5,29.5,15,2.5,2,3,12.5,11.25,44.349998,1.53,50,2.3000002,500,0.80500001,0.12800001,0.41500002,1.095,0,1.4754344,13.5,5.5,15.5,6.5,47,86,0
42045400402,34,0.14505495,0.69824177,0.041538462,1944,1705,239,87.7,12.3,0,12.8,859,686,798,950,1331,1705,778,709.09088,829.92664,852.77777,1236.2903,859,974.84521,799,827.9928,4.9073315,6.1315789,4.0081382,5.5,6,3.5,2.1548388,2.8933518,1.612411,1945,1939,1949,2008,2001,2012,0.88097662,0.15666327,0.89502561,0.25530359,65972.992,32828.078,35387,54056,28448,132.70291,54.173027,243.18073,0.45037779,0.3524901,0.44049177,1.9322948,10889.681,100,100,82,2.8461537,2,2.25,21,11.4,44.5,1.59,51,2.2,365,0.815,0.17500001,0.46499997,1.2,0,1.5270376,9.5,7.5,17,11,51,83.5,0
42045400500,35,0.22663926,0.44619602,0.058716014,1660,1431,229,86.2,13.8,16.3,7.2,984,538,845,1132,1042,1705,778,710.61646,864.02441,1250,1160.3682,984,1032.118,811,857.8125,5.4262753,6.4081044,4.5094595,5.9,6.3,4.5,2.4821804,3.0043416,1.9945946,1939,1939,1943,2007,2003,2011,0.87567568,0.23378378,0.88600492,0.38618028,66808.969,47304.055,48750,62466,35980,180.52521,72.744202,270.5929,0.31992978,0.24581985,0.40223855,3.5,19311.416,100,100,100,3.2727273,3.3333333,4,22,11.4,44.5,1.5599999,50,2.3,370,0.77999997,0.19,0.38999999,1,0,1.9326459,9,7,16,11,51,84,0
42045400600,36,0.5425902,0.26944807,0.035202086,2125,1779,346,83.7,16.3,6.2,0,972,586,826,991.93573,1227,0,0,820.89551,853.40314,1250,1245.283,972,1089.1765,838,941.46857,5.9016299,6.8966694,3.9851973,6.2,6.7,3.7,2.623946,3.0879591,1.7302631,1949,1942,1963,2005,2002,2011,0.89473683,0.26151314,0.87476283,0.36685643,75081.125,40111.02,51893,63447,31424,125.24883,53.925812,220.48695,0.42595518,0.32811141,0.4832103,2.0608678,13904.859,1,2,74.265045,4,3,5,8,11.4,44.700001,1.38,49,2.4000001,630,0.81,0.28999999,0.25,0.88999999,0,2.4654243,11,7,11,4,31,49,0
